privilege_type,privilege_name,privilege_description,privilege_score
scp,msgraph_beta.generated.models.enumerated_pre_approved_permissions,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",8
scp,msgraph_beta.generated.models.scheduled_permissions_request,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.aws_permissions_definition,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.aws_permissions_definition import AwsPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.aws_policy_permissions_definition_action import AwsPolicyPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_aws_policy import PermissionsDefinitionAwsPolicy from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.saml_identity_source import SamlIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = AwsPermissionsDefinition( odata_type = ""#microsoft.graph.awsPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""956987887735"", authorization_system_type = ""AWS"", ), action_info = AwsPolicyPermissionsDefinitionAction( odata_type = ""microsoft.graph.awsPolicyPermissionsDefinitionAction"", policies = [ PermissionsDefinitionAwsPolicy( id = ""arn:aws:iam::956987887735:policy/AddUserToGroup"", ), ], assign_to_role_id = ""arn:aws:aim::956987887735:role/saml-user"", ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = SamlIdentitySource( odata_type = ""microsoft.graph.samlIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), ), justification = ""I need to do this because I want to add a user to a group"", notes = ""Pretty Please"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.permissions_definition_authorization_system,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.aws_policy_permissions_definition_action,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.aws_permissions_definition import AwsPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.aws_policy_permissions_definition_action import AwsPolicyPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_aws_policy import PermissionsDefinitionAwsPolicy from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.saml_identity_source import SamlIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = AwsPermissionsDefinition( odata_type = ""#microsoft.graph.awsPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""956987887735"", authorization_system_type = ""AWS"", ), action_info = AwsPolicyPermissionsDefinitionAction( odata_type = ""microsoft.graph.awsPolicyPermissionsDefinitionAction"", policies = [ PermissionsDefinitionAwsPolicy( id = ""arn:aws:iam::956987887735:policy/AddUserToGroup"", ), ], assign_to_role_id = ""arn:aws:aim::956987887735:role/saml-user"", ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = SamlIdentitySource( odata_type = ""microsoft.graph.samlIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), ), justification = ""I need to do this because I want to add a user to a group"", notes = ""Pretty Please"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.permissions_definition_aws_policy,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.aws_permissions_definition import AwsPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.aws_policy_permissions_definition_action import AwsPolicyPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_aws_policy import PermissionsDefinitionAwsPolicy from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.saml_identity_source import SamlIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = AwsPermissionsDefinition( odata_type = ""#microsoft.graph.awsPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""956987887735"", authorization_system_type = ""AWS"", ), action_info = AwsPolicyPermissionsDefinitionAction( odata_type = ""microsoft.graph.awsPolicyPermissionsDefinitionAction"", policies = [ PermissionsDefinitionAwsPolicy( id = ""arn:aws:iam::956987887735:policy/AddUserToGroup"", ), ], assign_to_role_id = ""arn:aws:aim::956987887735:role/saml-user"", ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = SamlIdentitySource( odata_type = ""microsoft.graph.samlIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), ), justification = ""I need to do this because I want to add a user to a group"", notes = ""Pretty Please"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.permissions_definition_authorization_system_identity,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.permissions_definition_identity_type,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,graph_client.identity_governance.permissions_management.scheduled_permissions_requests.post,result = await graph_client.identity_governance.permissions_management.scheduled_permissions_requests.post(request_body),8
scp,msgraph_beta.generated.models.single_resource_azure_permissions_definition,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_azure_permissions_definition import SingleResourceAzurePermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.azure_role_permissions_definition_action import AzureRolePermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_azure_role import PermissionsDefinitionAzureRole from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceAzurePermissionsDefinition( odata_type = ""microsoft.graph.singleResourceAzurePermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""87eefd90-95a3-480a-ba42-56ff299a05ee"", authorization_system_type = ""AZURE"", ), action_info = AzureRolePermissionsDefinitionAction( odata_type = ""microsoft.graph.azureRolePermissionsDefinitionAction"", roles = [ PermissionsDefinitionAzureRole( id = ""cdda3590-29a3-44f6-95f2-9f980659eb04"", ), PermissionsDefinitionAzureRole( id = ""312a565d-c81f-4fd8-895a-4e21e48d571c"", ), ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""/subscriptions/87eefd90-95a3-480a-ba42-56ff299a05ee"", ), justification = ""I need to do this because I want to some new azure roles"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), recurrence = None, ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.azure_role_permissions_definition_action,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_azure_permissions_definition import SingleResourceAzurePermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.azure_role_permissions_definition_action import AzureRolePermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_azure_role import PermissionsDefinitionAzureRole from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceAzurePermissionsDefinition( odata_type = ""microsoft.graph.singleResourceAzurePermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""87eefd90-95a3-480a-ba42-56ff299a05ee"", authorization_system_type = ""AZURE"", ), action_info = AzureRolePermissionsDefinitionAction( odata_type = ""microsoft.graph.azureRolePermissionsDefinitionAction"", roles = [ PermissionsDefinitionAzureRole( id = ""cdda3590-29a3-44f6-95f2-9f980659eb04"", ), PermissionsDefinitionAzureRole( id = ""312a565d-c81f-4fd8-895a-4e21e48d571c"", ), ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""/subscriptions/87eefd90-95a3-480a-ba42-56ff299a05ee"", ), justification = ""I need to do this because I want to some new azure roles"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), recurrence = None, ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.permissions_definition_azure_role,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_azure_permissions_definition import SingleResourceAzurePermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.azure_role_permissions_definition_action import AzureRolePermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_azure_role import PermissionsDefinitionAzureRole from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceAzurePermissionsDefinition( odata_type = ""microsoft.graph.singleResourceAzurePermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""87eefd90-95a3-480a-ba42-56ff299a05ee"", authorization_system_type = ""AZURE"", ), action_info = AzureRolePermissionsDefinitionAction( odata_type = ""microsoft.graph.azureRolePermissionsDefinitionAction"", roles = [ PermissionsDefinitionAzureRole( id = ""cdda3590-29a3-44f6-95f2-9f980659eb04"", ), PermissionsDefinitionAzureRole( id = ""312a565d-c81f-4fd8-895a-4e21e48d571c"", ), ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""/subscriptions/87eefd90-95a3-480a-ba42-56ff299a05ee"", ), justification = ""I need to do this because I want to some new azure roles"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), recurrence = None, ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,msgraph_beta.generated.models.single_resource_gcp_permissions_definition,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
