privilege_type,privilege_name,privilege_description,privilege_score,suggested_privilege_score,extended_description
scp,msgraph_beta.generated.models.aws_permissions_definition,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.aws_permissions_definition import AwsPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.aws_policy_permissions_definition_action import AwsPolicyPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_aws_policy import PermissionsDefinitionAwsPolicy from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.saml_identity_source import SamlIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = AwsPermissionsDefinition( odata_type = ""#microsoft.graph.awsPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""956987887735"", authorization_system_type = ""AWS"", ), action_info = AwsPolicyPermissionsDefinitionAction( odata_type = ""microsoft.graph.awsPolicyPermissionsDefinitionAction"", policies = [ PermissionsDefinitionAwsPolicy( id = ""arn:aws:iam::956987887735:policy/AddUserToGroup"", ), ], assign_to_role_id = ""arn:aws:aim::956987887735:role/saml-user"", ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = SamlIdentitySource( odata_type = ""microsoft.graph.samlIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), ), justification = ""I need to do this because I want to add a user to a group"", notes = ""Pretty Please"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,1,extended_description
scp,msgraph_beta.generated.models.permissions_definition_authorization_system,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,20,Examples of use cases for this privilege include:
scp,msgraph_beta.generated.models.aws_policy_permissions_definition_action,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.aws_permissions_definition import AwsPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.aws_policy_permissions_definition_action import AwsPolicyPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_aws_policy import PermissionsDefinitionAwsPolicy from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.saml_identity_source import SamlIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = AwsPermissionsDefinition( odata_type = ""#microsoft.graph.awsPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""956987887735"", authorization_system_type = ""AWS"", ), action_info = AwsPolicyPermissionsDefinitionAction( odata_type = ""microsoft.graph.awsPolicyPermissionsDefinitionAction"", policies = [ PermissionsDefinitionAwsPolicy( id = ""arn:aws:iam::956987887735:policy/AddUserToGroup"", ), ], assign_to_role_id = ""arn:aws:aim::956987887735:role/saml-user"", ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = SamlIdentitySource( odata_type = ""microsoft.graph.samlIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), ), justification = ""I need to do this because I want to add a user to a group"", notes = ""Pretty Please"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,13,"msgraph_beta.generated.models.aws_policy_permissions_definition_action: ""Allows for read and write operations on AWS Policy permissions. This privilege is used to manage access control permissions for AWS resources. It can be granted to a user or group to allow them to create,update,or delete AWS policy permissions. Use with caution as it allows for significant changes to the security posture of your AWS environment."""
scp,msgraph_beta.generated.models.permissions_definition_aws_policy,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.aws_permissions_definition import AwsPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.aws_policy_permissions_definition_action import AwsPolicyPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_aws_policy import PermissionsDefinitionAwsPolicy from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.saml_identity_source import SamlIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = AwsPermissionsDefinition( odata_type = ""#microsoft.graph.awsPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""956987887735"", authorization_system_type = ""AWS"", ), action_info = AwsPolicyPermissionsDefinitionAction( odata_type = ""microsoft.graph.awsPolicyPermissionsDefinitionAction"", policies = [ PermissionsDefinitionAwsPolicy( id = ""arn:aws:iam::956987887735:policy/AddUserToGroup"", ), ], assign_to_role_id = ""arn:aws:aim::956987887735:role/saml-user"", ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = SamlIdentitySource( odata_type = ""microsoft.graph.samlIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), ), justification = ""I need to do this because I want to add a user to a group"", notes = ""Pretty Please"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,18,"Grants access to AWS policies for Microsoft Graph API. This privilege allows an application to manage AWS policies, including creating, modifying, and deleting them. It also allows an application to read and view information about existing AWS policies.

The security implications of this privilege are significant, as it grants an attacker the ability to create or modify AWS policies with malicious permissions. This could allow an attacker to gain unauthorized access to sensitive data or systems within the AWS environment.

It is important to use this privilege with caution and only grant it to trusted applications that have a legitimate reason for accessing AWS policies. Additionally, it is recommended to monitor access to this privilege and any attempts to modify AWS policies for suspicious activity.

Use cases for this privilege may include applications that need to automate the creation or modification of AWS policies, such as cloud infrastructure management tools or third-party security monitoring solutions."
scp,msgraph_beta.generated.models.permissions_definition_authorization_system_identity,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,2,"The privilege 'msgraph_beta.generated.models.permissions_definition_authorization_system_identity' allows to access the authorization system identity, which includes the client ID and secret for an application registered in Azure Active Directory (AAD). This privilege should only be granted to applications that need to authenticate as a specific service principal or managed identity, and not to applications that require access to user data. Granting this privilege may expose sensitive information, so it is important to use appropriate security measures, such as encryption and secure storage of client secrets. Use-cases for this privilege include automated deployment scripts, authentication for services that rely on Azure AD, or testing and validation of authorization policies."
scp,msgraph_beta.generated.models.permissions_definition_identity_type,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,18,Use-cases:
scp,graph_client.identity_governance.permissions_management.scheduled_permissions_requests.post,result = await graph_client.identity_governance.permissions_management.scheduled_permissions_requests.post(request_body),8,17,"The privilege allows to manage scheduled permission requests for Graph API clients, specifically creating, viewing, and updating scheduled requests. This includes setting up time-based permissions for specific users or roles on specific scopes, as well as managing approvals and denials of such requests. Scheduled permission requests can be used to automate access management processes, ensuring that permissions are granted or revoked at the appropriate times. Use this privilege with caution, as it allows for significant control over user permissions and access to sensitive data."
scp,msgraph_beta.generated.models.single_resource_azure_permissions_definition,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_azure_permissions_definition import SingleResourceAzurePermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.azure_role_permissions_definition_action import AzureRolePermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_azure_role import PermissionsDefinitionAzureRole from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceAzurePermissionsDefinition( odata_type = ""microsoft.graph.singleResourceAzurePermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""87eefd90-95a3-480a-ba42-56ff299a05ee"", authorization_system_type = ""AZURE"", ), action_info = AzureRolePermissionsDefinitionAction( odata_type = ""microsoft.graph.azureRolePermissionsDefinitionAction"", roles = [ PermissionsDefinitionAzureRole( id = ""cdda3590-29a3-44f6-95f2-9f980659eb04"", ), PermissionsDefinitionAzureRole( id = ""312a565d-c81f-4fd8-895a-4e21e48d571c"", ), ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""/subscriptions/87eefd90-95a3-480a-ba42-56ff299a05ee"", ), justification = ""I need to do this because I want to some new azure roles"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), recurrence = None, ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,-1,"msgraph_beta.generated.models.single_resource_azure_permissions_definition allows access to a single resource in Azure. This privilege is used by the Microsoft Graph API to grant access to specific resources within Azure,such as virtual machines or storage accounts. With this privilege,the Microsoft Graph API can perform actions on these resources,such as creating,reading,updating,or deleting them."
scp,msgraph_beta.generated.models.azure_role_permissions_definition_action,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_azure_permissions_definition import SingleResourceAzurePermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.azure_role_permissions_definition_action import AzureRolePermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_azure_role import PermissionsDefinitionAzureRole from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceAzurePermissionsDefinition( odata_type = ""microsoft.graph.singleResourceAzurePermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""87eefd90-95a3-480a-ba42-56ff299a05ee"", authorization_system_type = ""AZURE"", ), action_info = AzureRolePermissionsDefinitionAction( odata_type = ""microsoft.graph.azureRolePermissionsDefinitionAction"", roles = [ PermissionsDefinitionAzureRole( id = ""cdda3590-29a3-44f6-95f2-9f980659eb04"", ), PermissionsDefinitionAzureRole( id = ""312a565d-c81f-4fd8-895a-4e21e48d571c"", ), ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""/subscriptions/87eefd90-95a3-480a-ba42-56ff299a05ee"", ), justification = ""I need to do this because I want to some new azure roles"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), recurrence = None, ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,-1,"The 'msgraph_beta.generated.models.azure_role_permissions_definition_action' privilege allows an application to read or write Azure role permissions definitions. This includes the ability to view and modify the actions that are allowed for a given role definition, as well as the conditions under which those actions can be performed.

Use-cases for this privilege include:

* Granting an application access to Azure Active Directory (AAD) data, but only for the purpose of reading or writing role permissions definitions.
* Restricting an application's ability to perform certain actions within AAD based on its role definition.

Security implications:

* Overuse or misuse of this privilege could allow an attacker to gain unauthorized access to sensitive data in AAD, or to modify the permissions granted to an application.
* Improperly configured privileges can also lead to denial-of-service attacks, where an attacker floods a system with excessive requests in an attempt to overload it and disrupt its operation.

Guidance:

* Only grant this privilege to applications that require it for legitimate purposes, and ensure that the privileges are properly scoped and restricted by using access controls such as access control lists (ACLs) or role-based access control (RBAC).
* Regularly review and audit privileged accounts and their permissions to ensure that they are being used appropriately and securely.
* Implement appropriate logging and monitoring mechanisms to detect and respond to potential security incidents."
scp,msgraph_beta.generated.models.permissions_definition_azure_role,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_azure_permissions_definition import SingleResourceAzurePermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.azure_role_permissions_definition_action import AzureRolePermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_azure_role import PermissionsDefinitionAzureRole from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceAzurePermissionsDefinition( odata_type = ""microsoft.graph.singleResourceAzurePermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""87eefd90-95a3-480a-ba42-56ff299a05ee"", authorization_system_type = ""AZURE"", ), action_info = AzureRolePermissionsDefinitionAction( odata_type = ""microsoft.graph.azureRolePermissionsDefinitionAction"", roles = [ PermissionsDefinitionAzureRole( id = ""cdda3590-29a3-44f6-95f2-9f980659eb04"", ), PermissionsDefinitionAzureRole( id = ""312a565d-c81f-4fd8-895a-4e21e48d571c"", ), ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""/subscriptions/87eefd90-95a3-480a-ba42-56ff299a05ee"", ), justification = ""I need to do this because I want to some new azure roles"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), recurrence = None, ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,1,"Create, read, update and delete permissions for Azure resources, including virtual machines, storage accounts, and SQL databases. This privilege also allows for managing role assignments, which controls access to resources within a subscription or resource group. Use this privilege with caution, as it grants broad access to Azure resources."
scp,msgraph_beta.generated.models.single_resource_gcp_permissions_definition,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8,-1,"The msgraph_beta.generated.models.single_resource_gcp_permissions_definition privilege allows an application to read, create, update, and delete GCP (Google Cloud Platform) permissions for a single resource in the Microsoft Graph API. This privilege is used by applications that need to manage GCP permissions for specific resources, such as Gmail or Google Drive.

Security Implications:
The ability to modify GCP permissions can have significant security implications, as it allows an application to grant or revoke access to sensitive data and systems. It is important to carefully evaluate the use-case for this privilege and ensure that it is necessary and appropriate.

Use-Cases:
This privilege is typically used by applications that need to manage GCP permissions for specific resources, such as Gmail or Google Drive. For example, a customer relationship management (CRM) application may use this privilege to grant or revoke access to Google Drive folders containing customer data.

Guidance:
When using this privilege, it is important to carefully evaluate the scope of the privileges granted and ensure that they are limited to the minimum required for the application's functionality. Additionally, it is recommended to use least-privilege principals and to avoid granting unnecessary or excessive permissions. Finally, it is important to regularly review and audit privileged access to ensure that it is being used appropriately."
